Id,Prediction
11703,13.746028921611193
11704,4.058823030566217
11705,0.5374107382110476
11706,2.729988203262379
11707,1.4675951173237338
11708,5.693289868149937
11709,8.191499343481153
11710,0.7898893553987767
11711,0.3380855141154719
11712,0.6437175243953546
11713,3.7399026720132955
11714,0.8031777036718151
11715,3.19434959258359
11716,0.3513738623885103
11717,3.54057744791772
11718,1.2416931966820814
11719,2.9824668204501084
11720,1.82638052069577
11721,0.19191368311204976
11722,3.4741357065525285
11723,0.165336986565973
11724,1.9061106103340002
11725,0.17862533483901138
11726,0.6304291761223161
11727,1.3214232863203117
11728,0.41781560375370214
11729,0.165336986565973
11730,0.31150881756939514
11731,2.411067844709458
11732,0.25835542447724164
11733,2.902736730811878
11734,2.145300879248691
11735,0.24506707620420326
11736,0.19191368311204976
11737,0.25835542447724164
11738,0.23177872793116489
11739,1.2682698932281582
11740,1.9725523516991923
11741,0.377950558934587
11742,0.25835542447724164
11743,2.570528023985919
11744,0.29822046929635676
11745,0.165336986565973
11746,0.484257345118894
11747,0.17862533483901138
11748,0.165336986565973
11749,0.27164377275028
11750,1.2682698932281582
11751,1.5340368586889257
11752,0.20520203138508814
11753,0.7500243105796616
11754,0.36466221066154864
11755,0.24506707620420326
11756,0.19191368311204976
11757,0.165336986565973
11758,0.5506990864840859
11759,0.2849321210233184
11760,0.3247971658424335
11761,0.2184903796581265
11762,0.25835542447724164
11763,0.3380855141154719
11764,1.9193989586070386
11765,0.6560674157303366
11766,0.17862533483901138
11767,5.613559778511706
11768,1.5606135552350024
11769,0.27164377275028
11770,0.41781560375370214
11771,0.5108340416649708
11772,0.6560674157303366
11773,0.2184903796581265
11774,0.17862533483901138
11775,0.165336986565973
11776,0.2184903796581265
11777,0.5772757830301627
11778,0.9360611864021988
11779,0.2849321210233184
11780,2.504086282620727
11781,0.165336986565973
11782,0.4443923002997789
11783,0.2184903796581265
11784,0.23177872793116489
11785,0.31150881756939514
11786,0.377950558934587
11787,0.23177872793116489
11788,0.24506707620420326
11789,0.20520203138508814
11790,0.5772757830301627
11791,1.6536319931462713
11792,0.8829077933100453
11793,0.23177872793116489
11794,0.7898893553987767
11795,1.2416931966820814
11796,0.5241223899380092
11797,0.2184903796581265
11798,0.17862533483901138
11799,0.165336986565973
11800,0.36466221066154864
11801,1.5333060584537936
11802,0.165336986565973
11803,0.20520203138508814
11804,0.29822046929635676
11805,0.165336986565973
11806,0.17862533483901138
11807,0.3247971658424335
11808,0.20520203138508814
11809,0.19191368311204976
11810,0.5241223899380092
11811,1.1353864104977744
11812,4.736528792491174
11813,0.6038524795762394
11814,0.9493495346752372
11815,0.165336986565973
11816,0.165336986565973
11817,0.20520203138508814
11818,0.17862533483901138
11819,4.391031737392177
11820,0.165336986565973
11821,0.7766010071257383
11822,3.288098830729991
11823,0.3247971658424335
11824,0.2184903796581265
11825,0.2849321210233184
11826,0.3247971658424335
11827,0.165336986565973
11828,0.19191368311204976
11829,0.8423119482557981
11830,4.1917065132966
11831,0.29822046929635676
11832,0.20520203138508814
11833,0.165336986565973
11834,0.165336986565973
11835,0.7633126588526999
11836,0.25835542447724164
11837,0.31150881756939514
11838,0.27164377275028
11839,0.17862533483901138
11840,1.228404848409043
11841,1.7067853862384246
11842,0.2184903796581265
11843,0.36466221066154864
11844,1.7466504310575397
11845,0.9892145794943523
11846,0.165336986565973
11847,0.165336986565973
11848,1.9991290482452686
11849,0.17862533483901138
11850,0.165336986565973
11851,0.165336986565973
11852,0.23177872793116489
11853,0.2184903796581265
11854,0.165336986565973
11855,0.2184903796581265
11856,3.8594978064706407
11857,0.165336986565973
11858,0.165336986565973
11859,0.20520203138508814
11860,0.165336986565973
11861,1.6270552966001945
11862,1.1088097139516977
11863,1.613766948327156
11864,0.19191368311204976
11865,0.17862533483901138
11866,0.165336986565973
11867,0.165336986565973
11868,0.17862533483901138
11869,-0.31449090912857575
11870,0.165336986565973
11871,0.165336986565973
11872,0.165336986565973
11873,3.686749278921142
11874,1.3479999828663884
11875,0.165336986565973
11876,0.2184903796581265
11877,0.484257345118894
11878,0.2184903796581265
11879,1.441018420777657
11880,0.5772757830301627
11881,1.3878650276855036
11882,1.095521365678659
11883,0.165336986565973
11884,0.6560674157303366
11885,0.165336986565973
11886,0.8563310967639686
11887,0.5506990864840859
11888,2.091416685921405
11889,0.165336986565973
11890,0.165336986565973
11891,1.3878650276855036
11892,0.165336986565973
11893,0.40452725548066376
11894,0.29822046929635676
11895,0.23177872793116489
11896,0.165336986565973
11897,0.165336986565973
11898,0.7766010071257383
11899,0.19191368311204976
11900,0.165336986565973
11901,0.8430427484909302
11902,0.2184903796581265
11903,0.165336986565973
11904,0.165336986565973
11905,0.165336986565973
11906,0.17862533483901138
11907,2.1320125309756524
11908,0.17862533483901138
11909,0.6968709174875081
11910,0.2184903796581265
11911,0.165336986565973
11912,0.29822046929635676
11913,0.165336986565973
11914,3.208368741091761
11915,2.3313377550712278
11916,1.3745766794124652
11917,0.8829077933100453
11918,0.165336986565973
11919,0.24506707620420326
11920,0.4311039520267405
11921,-0.22085363603262947
11922,0.165336986565973
11923,1.3745766794124652
11924,0.3513738623885103
11925,0.165336986565973
11926,2.8894483825388395
11927,0.6171408278492778
11928,0.165336986565973
11929,0.165336986565973
11930,0.165336986565973
11931,0.41781560375370214
11932,2.9957551687231465
11933,0.165336986565973
11934,1.3878650276855036
11935,0.23177872793116489
11936,0.6968709174875081
11937,1.5606135552350024
11938,-0.26133751603642225
11939,0.5506990864840859
11940,0.17862533483901138
11941,1.932687306880077
11942,0.165336986565973
11943,0.7633126588526999
11944,0.2184903796581265
11945,0.3380855141154719
11946,0.17862533483901138
11947,0.3380855141154719
11948,0.19191368311204976
11949,0.17862533483901138
11950,0.8829077933100453
11951,0.165336986565973
11952,0.165336986565973
11953,0.8696194450370069
11954,0.165336986565973
11955,1.0025029277673907
11956,2.1984542723408445
11957,0.19191368311204976
11958,0.25835542447724164
11959,-0.31449090912857575
11960,0.165336986565973
11961,0.20520203138508814
11962,0.19191368311204976
11963,0.165336986565973
11964,0.7101592657605464
11965,1.9983982480101368
11966,0.36466221066154864
11967,0.17862533483901138
11968,0.17862533483901138
11969,0.5506990864840859
11970,0.165336986565973
11971,0.20520203138508814
11972,-0.31449090912857575
11973,0.6835825692144697
11974,0.165336986565973
11975,1.0822330174056207
11976,1.2682698932281582
11977,0.7234476140335848
11978,0.165336986565973
11979,0.20520203138508814
11980,1.2151165001360047
11981,0.3380855141154719
11982,0.165336986565973
11983,0.20520203138508814
11984,0.20520203138508814
11985,0.19191368311204976
11986,2.0249749445562135
11987,0.165336986565973
11988,0.165336986565973
11989,0.165336986565973
11990,0.8696194450370069
11991,0.24506707620420326
11992,0.4443923002997789
11993,1.122098062224736
11994,0.7234476140335848
11995,0.29822046929635676
11996,0.165336986565973
11997,0.17862533483901138
11998,0.165336986565973
11999,0.165336986565973
12000,0.165336986565973
12001,-0.31449090912857575
12002,0.165336986565973
12003,0.165336986565973
12004,0.165336986565973
12005,0.165336986565973
12006,0.165336986565973
12007,0.25835542447724164
12008,0.2184903796581265
12009,0.165336986565973
12010,0.165336986565973
12011,0.6038524795762394
12012,0.165336986565973
12013,0.3513738623885103
12014,0.165336986565973
12015,0.20520203138508814
12016,0.165336986565973
12017,0.165336986565973
12018,0.5772757830301627
12019,0.165336986565973
